Parada;nodo Inter Urbano;TIPO MOBILIARIO (ACTUAL);COD_DIS;DISTRITO;DIRECCIÓN;VIAL;Nº;emplazamiento;sentido;Direccion_completa;Coord ED50_X;Coord ED50_Y;CONT PILAS;nº_linea EMT;X ETRS89 U.T.M.;Y ETRS89 U.T.M.;Longitud;Latitud
3944;;MARQUESINA MOD XXI 5-M STD;20;SAN BLAS - CANILLEJAS;ESFINGE;CALLE;Nº 76;ANT C/ FENELON (1ª MARQ);C/ TENELON;ESFINGE, CALLE Nº76 ANT C/ FENELON (1ª MARQ) C/ TENELON;448562;4477002;SI;REFUGIO;448452,5575;4476794,407;-3,607804096;40,4402007
3947;;MARQUESINA MOD XXI 4-M STD;18;VILLA DE VALLECAS;GRANJA DE SAN ILDEFONSO;CALLE;Nº 0;ANTES C/ QUIJORNA;C/ PEÑARANDA DE BRAC;GRANJA DE SAN ILDEFONSO, CALLE Nº ANTES C/ QUIJORNA C/ PEÑARANDA DE BRAC;447185,97;4469039,96;SI;142/;447076,4479;4468832,353;-3,623367076;40,368387
3950;;MARQUESINA MOD XXI 4-M STD;18;VILLA DE VALLECAS;GRANJA DE SAN ILDEFONSO;CALLE;Nº 29;DESP AV DE LA GAVIA;AV VILLA DE VALLECAS;GRANJA DE SAN ILDEFONSO, CALLE Nº29 DESP AV DE LA GAVIA AV VILLA DE VALLECAS;447627,7916;4468772,474;SI;142/N9/;447518,2669;4468564,86;-3,618141325;40,36600517
3952;;MARQUESINA MOD XXI 4-M STD;18;VILLA DE VALLECAS;PEÑARANDA DE BRACAMONTE;CALLE;Nº 0;ANT C/ CERRO MILANO;C/ CERRO MILANO;PEÑARANDA DE BRACAMONTE, CALLE Nº ANT C/ CERRO MILANO C/ CERRO MILANO;448214,097;4468865,542;SI;142/;448104,5733;4468657,919;-3,611243628;40,36688021
3955;;MARQUESINA MOD XXI 4-M STD;18;VILLA DE VALLECAS;SUERTES (DE LAS);AV;Nº 0;DESP. C/ PEÑARANDA;C/ ANTONIO GADES;SUERTES (DE LAS), AV Nº0 DESP. C/ PEÑARANDA C/ ANTONIO GADES;448549;4469315;SI;142/;448439,4809;4469107,373;-3,607335518;40,37095
3966;;MARQUESINA MOD XXI 4-M STD;18;VILLA DE VALLECAS;ENSANCHE DE VALLECAS;AV;Nº 0;DESP. DE AV.GRAN VIA DEL SURESTE;AV. DE LA GAVIA;ENSANCHE DE VALLECAS, AV Nº DESP. DE AV.GRAN VIA DEL SURESTE AV. DE LA GAVIA;449816,8078;4468141,872;SI;142/;449707,2773;4467934,222;-3,592310288;40,36045883
3972;;MARQUESINA MOD XXI 4-M STD;18;VILLA DE VALLECAS;GAVIA (DE LA) ;AV;Nº 0;ANT C/ VILLAMAYOR DE SANTIAGO;AV ENSANCHE VALLECAS;GAVIA (DE LA), AV. Nº0 ANTES C/ VILLAMAYOR DE SANTIAGO AV ENSANCHE VALLECAS;448359,5984;4469855,537;SI;145/;448250,0846;4469647,915;-3,609610194;40,37580784
3975;;MARQUESINA MOD XXI 4-M STD;18;VILLA DE VALLECAS;GAVIA (DE LA) ;AV;Nº 0;ANT DE AV DE LAS SUERTES;AV ENSANCHE VALLECAS;GAVIA (DE LA), AV. Nº0 ANTES DE AV DE LAS SUERTES AV ENSANCHE VALLECAS;448193,904;4469603,719;SI;145/;448084,3877;4469396,099;-3,611541477;40,373529
3978;;MARQUESINA MOD XXI 4-M STD;18;VILLA DE VALLECAS;GAVIA (DE LA) ;AV;Nº 0;DESP. AV ENSANCHE DE VALLECAS;C/ REAL DE ARGANDA;GAVIA (DE LA), AV. Nº DESP. AV ENSANCHE DE VALLECAS C/ REAL DE ARGANDA;448049,5696;4469322,414;SI;145/;447940,0505;4469114,795;-3,613218637;40,37098582
3980;;MARQUESINA MOD XXI 4-M STD;18;VILLA DE VALLECAS;ENSANCHE DE VALLECAS;AV;Nº 0;DESP.C/ DE LA PUEBLANUEVA;AV. DE LA GAVIA;ENSANCHE DE VALLECAS, AV Nº DESP.C/ DE LA PUEBLANUEVA AV. DE LA GAVIA;448179,4382;4469215,318;SI;145/;448069,918;4469007,697;-3,611680276;40,3700291
3994;;MARQUESINA MOD XXI 4-M STD;11;CARABANCHEL;VIA LUSITANA;VIA;Nº 106;;AV DE LOS POBLADOS;VIA LUSITANA Nº106 - AV DE LOS POBLADOS;437969,5378;4469892,006;SI;116/E1/480/N802/N803/N804/;437860,0543;4469684,522;-3,731998878;40,37542771
4002;;MARQUESINA MOD XXI 5-M STD;6;TETUAN;MARQUES DE VIANA;CALLE;Nº 0;JTO MERCADO TETUAN;Pº DE LA DIRECCION;MARQUES DE VIANA, CALLE Nº JTO MERCADO TETUAN Pº DE LA DIRECCION;440866;4479351;SI;11/;440756,6026;4479143,532;-3,698761501;40,46084993
4008;;MARQUESINA MOD XXI 4-M STD;6;TETUAN;SOR ANGELA DE LA CRUZ;CALLE;Nº 6;DESP. C/ POETA JOAN MARAGALL;C/ MARQUES DE VIANA;SOR ANGELA DE LA CRUZ, CALLE Nº6 DESP. C/ POETA JOAN MARAGALL C/ MARQUES DE VIANA;441412;4479180;SI;11/;441302,5981;4478972,524;-3,69230625;40,45934817
4053;;MARQUESINA MOD XXI 4-M STD;20;SAN BLAS - CANILLEJAS;DEYANIRA;CALLE;Nº 0;DESP. C/ CAMPEZO;CIUDAD PEGASO;DEYANIRA, CALLE Nº DESP. C/ CAMPEZO CIUDAD PEGASO;450561,8257;4477275,16;SI;77/N5/S.E/1- (LAS REJAS);450452,386;4477067,537;-3,584246288;40,44278279
4055;;MARQUESINA MOD XXI 4-M STD;4;SALAMANCA;ALCALA;CALLE;Nº 107;DESP C/ NUÑEZ DE BALBOA;PZA INDEPENDENCIA;ALCALA, CALLE Nº 107 DESP C/ NUÑEZ DE BALBOA - PZA INDEPENDENCIA;442205,387;4475012,222;SI;15/52/146/N2/N3/N5/N7/;442095,94;4474804,713;-3,68256996;40,42185821
4073;;MARQUESINA MOD XXI 4-M STD;18;VILLA DE VALLECAS;VALDERREBOLLO;CALLE;Nº 0;FTE Nº 30;C/ CABEZA MESADA;VALDERREBOLLO, CALLE Nº FTE Nº 30 C/ CABEZA MESADA;446832,4238;4469406;SI;103/;446722,9053;4469198,4;-3,627561676;40,37166208
4076;;MARQUESINA MOD XXI 5-M STD;18;VILLA DE VALLECAS;CABEZA MESADA;CALLE;Nº 30;ANTES C/ PUERTO PORZUNA;C/ PUERTO PORZUNA;CABEZA MESADA, CALLE ANTES C/ PUERTO PORZUNA C/ PUERTO PORZUNA;447039;4469564;SI;103/;446929,4831;4469356,397;-3,625141645;40,37309861
4083;;MARQUESINA MOD XXI 4-M STD;6;TETUAN;BRAVO MURILLO;CALLE;Nº 236;ANT C/FRANCISCO MEDRANO;PZA. CASTILLA;BRAVO MURILLO, CALLE Nº236 ANT C/FRANCISCO MEDRANO PZA. CASTILLA;440761;4479134;SI;66/124/N23/;440651,6012;4478926,532;-3,699979589;40,45888762
4090;;MARQUESINA MOD XXI 4-M STD;11;CARABANCHEL;PESETA (DE LA);AV;Nº 0;DESP. C/ ONCE VIGAS;C/ REAL;PESETA (DE LA), AV Nº0 DESP. C/ ONCE VIGAS C/ REAL;436628,0432;4468487,465;SI;35/118/E1/N16/;436518,55;4468279,988;-3,74766049;40,36267392
4112;;MARQUESINA MOD XXI 4-M STD;18;VILLA DE VALLECAS;SUERTES (DE LAS);AV;Nº 0;ANT C/ JOSE GUTIERREZ MAROTO (1ª MARQ);C/ PEÑARANDA DE BRA;SUERTES (DE LAS), AV  ANT C/JOSE GUTIERREZ MAROTO (1º MARQ) C/PEÑARANDA DE BRACA;449087,2224;4468981,649;SI;REFUGIO;448977,7001;4468774,012;-3,600969446;40,36797996
4119;;MARQUESINA MOD XXI 4-M STD;2;ARGANZUELA;GARGANTILLA;CALLE;Nº 3;ANT Pº DE LA ESPERANZA;Pº DE LA ESPERANZA;GARGANTILLA, CALLE Nº3 ANT. C/Pº DE LA ESPERANZA  Pº DE LA ESPERANZA;440411,371;4472484,136;SI;62/;440301,9055;4472276,636;-3,703479263;40,3989573
4123;;MARQUESINA MOD XXI 4-M STD;2;ARGANZUELA;COBOS DE SEGOVIA;CALLE;Nº 7;DESP C/ SAN GARCIA;C/ RUY GONZALEZ;COBOS DE SEGOVIA, CALLE Nº7 DESP. C/ SAN GARCIA C/ RUY GONZALEZ CLAV;439106,9862;4473180,653;SI;62/;438997,5347;4472973,172;-3,718915517;40,40513749
4163;;MARQUESINA MOD XXI 5-M STD;21;BARAJAS;PLAYA DE BARLOVENTO;CALLE;Nº 0;FTE. C/PLAYA DE ZARAUZ;GTA. PLAYA SAN LOREN;PLAYA DE BARLOVENTO, CALLE Nº0 FTE. C/PLAYA DE ZARAUZ GTA. PLAYA SAN LOREN;449803,6778;4480657,305;SI;151/166/;449694,2672;4480449,713;-3,59345332;40,47320596
4174;;MARQUESINA MOD XXI 5-M STD;13;PUENTE DE VALLECAS;VILLAVERDE A VALLECAS;CTRA;Nº 0;DESP Cº AL BARRIO DE LA CELSA;C/ EMBAJADORES;VILLAVERDE A VALLECAS, CTRA Nº0 DESP Cº AL BARRIO DE LA CELSA C/ EMBAJADORES;443740,978;4469004,774;SI;T32/180/;443631,4623;4468797,215;-3,663938686;40,36784463
4180;;MARQUESINA MOD XXI 4-M STD;11;CARABANCHEL;PESETA (DE LA);AV;Nº 0;DESP. Cº DE LOS MORALES;CRTA.BARRIO FORTUNA;PESETA (DE LA), AV Nº DESP. Cº DE LOS MORALES CRTA.BARRIO FORTUNA;435826,559;4468485,04;SI;118/;435717,0711;4468277,571;-3,757098986;40,36259074
4186;;MARQUESINA MOD XXI 4-M STD;11;CARABANCHEL;CALDERILLA;CALLE;Nº 0;ANTES C/ THALER;C/ THALER;CALDERILLA, CALLE Nº ANTES C/ THALER C/ THALER;437412,9466;4468746,217;SI;118/N16/;437303,4517;4468538,733;-3,738442383;40,36506422
4187;;MARQUESINA MOD XXI 4-M STD;11;CARABANCHEL;CALDERILLA;CALLE;Nº 0;ANTES C/ REAL;C/ REAL;CALDERILLA, CALLE Nº ANTES C/ REAL  C/ REAL;437250,747;4468534,693;SI;118/E1/N16/;437141,2502;4468327,21;-3,7403318;40,3631465
4223;;MARQUESINA MOD XXI 4-M STD;18;VILLA DE VALLECAS;GRANJA DE SAN ILDEFONSO;CALLE;Nº 0;DESP C/ TALAMANCA DEL JARAMA;AV VILLA DE VALLECAS;GRANJA DE SAN ILDEFONSO, CALLE Nº DESP C/ TALAMANCA DEL JARAMA AV VILLA DE VALLECAS;447411,495;4468913,794;SI;142/;447301,9716;4468706,184;-3,620700436;40,36726467
4230;4230;MARQUESINA MOD XXI 4-M STD;15;CIUDAD LINEAL;HERMANOS GARCIA NOBLEJAS ;CALLE;Nº 0;ANTES PZA ALSACIA;PZA ALSACIA;HERMANOS GARCIA NOBLEJAS, CALLE  ANT. PZA ALSACIA PZA ALSACIA;447158,7;4474594,7;SI;N203/;447049,2334;4474387,118;-3,624149474;40,41842622
4232;;MARQUESINA MOD XXI 5-M STD;9;MONCLOA - ARAVACA;PINTOR ROSALES;Pº;Nº 0;FTE Nº 54;C/ BAILEN;PINTOR ROSALES, Pº Nº FTE Nº 54 C/ BAILEN;438797,4842;4475932,698;SI;21/;438688,0645;4475725,236;-3,722827635;40,42990654
4269;;MARQUESINA MOD XXI 4-M STD;16;HORTALEZA;GUTIERREZ MELLADO;CALLE;Nº 0;FTE Nº 26;;GUTIERREZ MELLADO CALLE FRT Nº 26;447557,7906;4483026,192;SI;171/174/N2/;447448,4;4482818,649;-3,620142596;40,4944075
4279;;MARQUESINA MOD XXI 5-M STD;13;PUENTE DE VALLECAS;DEL CAMPUS SUR;AV;Nº 0;JTO A IES PALOMERAS VALLECAS UNIVERSIDAD POLITECNICA CAMPUS SUR;C/ ARBOLEDA;DEL CAMPUS SUR AV. JTO A IES PALOMERAS VALLECAS UNIVERSIDAD POLITECNICA CAMPUS SUR  - C/ ARBOLEDA;446550,847;4471237,446;SI;E/;446441,3473;4471029,856;-3,63103194;40,388143
4281;;MARQUESINA MOD XXI 5-M REDUCIDA ;13;PUENTE DE VALLECAS;POLITECNICA;UNIVERSIDAD AUTONOMA;Nº 0;DESP. C/ ARBOLEDA;N - III;UNIVERSIDAD POLITECNICA Nº0 DESP. C/ ARBOLEDA N - III;446897,4688;4471279,052;SI;E/;446787,9691;4471071,457;-3,626951724;40,38853999
4291;;MARQUESINA MOD XXI 4-M STD;9;MONCLOA - ARAVACA;PROFESOR ARANGUREN;CALLE;Nº 0;ESQ PARANINFO;REINA VICTORIA;PROFESOR ARANGUREN, CALLE Nº0 ESQ PARANINFO REINA VICTORIA;438315,9316;4477955,317;SI;F/     ;438206,5356;4477747,873;-3,728700823;40,44809161
4293;;MARQUESINA MOD XXI 5-M STD;6;TETUAN;MARQUES DE VIANA;CALLE;Nº 0;ANTES C/ LUIS PORTONES (2ª MARQUESINA);C/ BRAVO MURILLO;MARQUES DE VIANA Nº 0 ANTES C/ LUIS PORTONES (2ª MARQUESINA) C/ BRAVO MURILLO;440301,5118;4479702,813;SI;11/;440192,1206;4479495,354;-3,705452108;40,46397885
4301;8455;MARQUESINA MOD XXI 4-M STD;10;LATINA;MAQUEDA;CALLE;Nº 45;ESQ C/ TEMBLEQUE;C/ ESCALONA;MAQUEDA, CALLE Nº45 ESQ C/ TEMBLEQUE C/ ESCALONA;435318;4471750;SI;H/562/564/;435208,5556;4471542,552;-3,763419489;40,39196369
4302;;MARQUESINA MOD XXI 5-M STD;10;LATINA;CARABANCHEL A ARAVACA;CTRA;Nº 50;COLONIA JARDIN (2ª MARQ);ARAVACA;CARABANCHEL A ARAVACA, CTRA Nº50 COLONIA JARDIN (2ª MARQ) -  ARAVACA;434408;4472329;SI;H/;434298,5685;4472121,565;-3,774200431;40,39710836
4303;8391;MARQUESINA MOD XXI 4-M STD;10;LATINA;PADRE PIQUER;AV;Nº 10;FTE CARREFOUR EXPRESS;AV DE LOS POBLADOS;PADRE PIQUER, AVD Nº10 FTE CARREFOUR EXPRESS AV DE LOS POBLADOS;434898,2346;4472048,142;SI;H/560/562/564/;434788,7965;4471840,701;-3,768395503;40,39461676
4309;6014;MARQUESINA MOD XXI 4-M STD;9;MONCLOA - ARAVACA;PADRE HUIDOBRO;AV;Nº 0;JTO COL. MATER SALVATORIS KM 9;CORUÑA;PADRE HUIDOBRO, AVD Nº0 JTO COL. MATER SALVATORIS KM 9 CORUÑA;434883;4479558;SI;162/658/N902/;434773,6415;4479350,604;-3,769344598;40,46226719
4314;;MARQUESINA MOD XXI 4-M STD;17;VILLAVERDE;LLANOS (DE LOS);CALLE;Nº 0;ANT C/ VIÑA DEL RIO;C/ HULLA;LLANOS (DE LOS), CALLE Nº 0 ANT C/ VIÑA DEL RIO - C/ HULLA;442441,4278;4465874,616;SI;85/123/N12/;442331,8805;4465667,063;-3,678961958;40,33955741
4317;;MARQUESINA MOD XXI 4-M STD;18;VILLA DE VALLECAS;ENSANCHE DE VALLECAS;AV;Nº 0;DESPUES CALLE ANTONIO GADES;AV DE LA GAVIA;ENSANCHE DE VALLECAS, AV Nº 79, DESP. CALLE ANTONIO GADES - AV DE LA GAVIA;449465,8242;4468375,677;SI;142/;449356,2959;4468168,033;-3,596462238;40,36254393
4318;;MARQUESINA MOD XXI 4-M STD;18;VILLA DE VALLECAS;RAFAEL DE LEON;CALLE;Nº 0;FTE COLEGIO GREDOS SAN DIEGO;AV DE LAS SUERTES;RAFAEL DE LEON, CALLE FTE COLEGIO GREDOS SAN DIEGO - AV DE LAS SUERTES;449156,609;4468766,24;SI;142/;449047,0845;4468558,602;-3,600135027;40,36604363
4337;;MARQUESINA MOD XXI 5-M STD;7;CHAMBERI;CASTELLANA (DE LA);Pº;Nº 53;ESQ C/ JOSE ABASCAL;PZA DE CIBELES;CASTELLANA, Pº Nº53 ESQ C/ JOSE ABASCAL PZA DE CIBELES;441486,3662;4476859,85;SI;14/45/;441376,9425;4476652,36;-3,69121528;40,43845235
4358;;MARQUESINA MOD XXI 4-M STD;4;SALAMANCA;CONDE DE PEÑALVER;CALLE;Nº 80;ESQ C/ JUAN BRAVO;C/ FRANCISCO SILVELA;CONDE DE PEÑALVER, CALLE Nº80 ESQ C/ JUAN BRAVO C/ FRANCISCO SILVELA;442867;4476213;SI;61/;442757,5635;4476005,488;-3,674879411;40,43272119
4360;;MARQUESINA MOD XXI 4-M STD;3;RETIRO;JUAN ESPLANDIÚ;CALLE;Nº 0;PROX C/ALCALDE SAINZ DE BARANDA;C/ALCALDE SAINZ DE B;JUAN ESPLANDIÚ Nº0 PROX C/ALCALDE SAINZ DE BARANDA C/ALCALDE SAINZ DE B;443719;4474652;SI;215/;443609,544;4474444,468;-3,664696889;40,41871689
4362;;MARQUESINA MOD XXI 4-M STD;3;RETIRO;JUAN ESPLANDIÚ;CALLE;Nº 0;JUNTO C/ ODONELL;C/ALCALDE SAINZ BAR;JUAN ESPLANDIÚ Nº JUNTO C/ ODONELL  C/ALCALDE SAINZ BAR;443978;4474634;SI;215/;443868,543;4474426,464;-3,661642569;40,41857221
4364;;MARQUESINA MOD XXI 4-M STD;16;HORTALEZA;LEANDRO SILVA (DE);CALLE;Nº 0;DESP C/ CESAR BOTI;;LEANDRO SILVA DE CALLE DESP C/ DE CESAR CORT BOTI ;448274,6208;4483430,48;SI;174/;448165,2338;4483222,928;-3,611717034;40,49809453
4365;;MARQUESINA MOD XXI 4-M STD;3;RETIRO;JUAN ESPLANDIÚ;CALLE;Nº 4;;C/ALCALDE SAINZ BARA;JUAN ESPLANDIÚ Nº4 - C/ALCALDE SAINZ BARA;443879;4474412;SI;215/;443769,541;4474204,464;-3,662789843;40,41656563
4371;;MARQUESINA MOD XXI 4-M STD;14;MORATALAZ;HACIENDA DE PAVONES;CALLE;Nº 0;FTE Nº 215;BULEVAR JOSÉ PRAT;HACIENDA DE PAVONES, CALLE Nº0 FTE Nº 215 BULEVAR JOSÉ PRAT;446194,8098;4472627,055;SI;71/E4/;446085,3251;4472419,477;-3,635344028;40,40063862
4389;;MARQUESINA MOD XXI 4-M STD;20;SAN BLAS - CANILLEJAS;POBLADURA DEL VALLE;CALLE;Nº 0;ESQ C/ SOLERIA;AV AJALVIR A VICALVA;POBLADURA DEL VALLE, CALLE Nº0 ESQ C/ SOLERIA AV AJALVIR A VICALVA;448099;4475629;SI;48/153/167/;447989,5437;4475421,408;-3,613150907;40,42780305
4393;;MARQUESINA MOD XXI 5-M STD;20;SAN BLAS - CANILLEJAS;ALBAIDA;CALLE;Nº 0;DESP. AV AJALVIR A VICALVARO;C/ ALBERIQUE;ALBAIDA, CALLE Nº0 DESP. AV AJALVIR A VICALVARO C/ ALBERIQUE;448143;4476312;SI;38/153/165/;448033,5506;4476104,41;-3,612687978;40,43395871
4395;18922;MARQUESINA MOD XXI 4-M STD;14;MORATALAZ;FUENTE CARRANTONA;CALLE;Nº 0;DESP AV DR. GARCIA TAPIA;SAN BLAS;FUENTE CARRANTONA, CALLE Nº DESP AV DR. GARCIA TAPIA SAN BLAS;446592;4473466;SI;140/N203/;446482,5225;4473258,421;-3,630734167;40,40822198
4400;;MARQUESINA MOD XXI 4-M STD;20;SAN BLAS - CANILLEJAS;GUADALAJARA;AV;Nº 35;ANTES C/SAN ROMAN DEL VALLE 2MARQ.;PZA ALSACIA;GUADALAJARA,  AV. Nº35 ANTES C/ SAN ROMAN DEL VALLE 1MARQ. PZ.ALSACIA;447500;4474722;SI;REFUGIO;447390,5346;4474514,413;-3,620137189;40,41959462
4405;;MARQUESINA MOD XXI 4-M REDUCIDA;8;FUENCARRAL - EL PARDO;SENDA DEL INFANTE;CALLE;Nº 0;ANT C/ ARROYO DEL MONTE;C/ ARROYO DEL MONTE;SENDA DEL INFANTE CALLE ANT AV DEL ARROYO DEL MONTE;438746,437;4482840,075;SI;49/64/170/;438637,0825;4482632,653;-3,724096467;40,4921273
4407;;MARQUESINA MOD XXI 4-M STD;20;SAN BLAS - CANILLEJAS;SUECIA;CALLE;Nº 12;ESQ C/ SAN MARINO;C/ Mª SEVILLA DIAGO;SUECIA, CALLE Nº12 ESQ C/ SAN MARINO C/ Mª SEVILLA DIAGO;448445,9274;4474973,691;SI;140/153/E2/;448336,4647;4474766,09;-3,60900803;40,42192115
4411;;MARQUESINA MOD XXI 4-M STD;20;SAN BLAS - CANILLEJAS;SUECIA;CALLE;Nº 0;ESQ Pº DE GINEBRA;C/ MªSEVILLA DIAGO;SUECIA, CALLE Nº0 ESQ Pº DE GINEBRA C/ Mª SEVILLA DIAGO;448879,4994;4475205,667;SI;140/153/E2/;448770,039;4474998,061;-3,60391603;40,4240377
4413;;MARQUESINA MOD XXI 4-M STD;20;SAN BLAS - CANILLEJAS;SUECIA;CALLE;Nº 0;FTE Nº 45;C/ Mª SEVILLA DIAGO;SUECIA, CALLE Nº FTE Nº 45 C/ Mª SEVILLA DIAGO;448853;4475488;SI;38/140/N6/;448743,5424;4475280,395;-3,604251125;40,42657952
4416;;MARQUESINA MOD XXI 4-M STD;20;SAN BLAS - CANILLEJAS;SUECIA;CALLE;Nº 67;ESQ  C/ MANCHESTER;C/ AQUITANIA;SUECIA, CALLE Nº67 ESQ  C/ MANCHESTER C/ AQUITANIA;448779,3134;4475772,502;SI;140/E2/N6/;448669,8586;4475564,899;-3,605142693;40,42913797
4418;;MARQUESINA MOD XXI 4-M STD;20;SAN BLAS - CANILLEJAS;SUECIA;CALLE;Nº 0;Nº 77 B;C/ AQUITANIA;SUECIA, CALLE Nº0 Nº 77 B C/ AQUITANIA;448716;4476094;SI;140/;448606,5484;4475886,4;-3,605915026;40,43203034
4420;;MARQUESINA MOD XXI 4-M STD;20;SAN BLAS - CANILLEJAS;MARIA SEVILLA DIAGO;CALLE;Nº 24;;SUECIA;MARIA SEVILLA DIAGO , CALLE Nº24 - SUECIA;448597,549;4476226,451;SI;140/;448488,0987;4476018,854;-3,607322177;40,43321625
4429;;MARQUESINA MOD XXI 4-M REDUCIDA;15;CIUDAD LINEAL;LOPEZ DE ARANDA;CALLE;Nº 15;ESQ C/GENERAL ARANAZ;C/ ARTUROSORIA;LOPEZ DE ARANDA, CALLE Nº15 ESQ C/GENERAL ARANAZ C/ ARTUROSORIA;445940,627;4477275,117;SI;146/;445831,1902;4477067,566;-3,638734568;40,44249483
4431;;MARQUESINA MOD XXI 4-M STD;20;SAN BLAS - CANILLEJAS;LOPEZ DE ARANDA;CALLE;Nº 0;ESQ ANTIOQUIA;C/ ARTURO SORIA;LOPEZ DE ARANDA, CALLE Nº ESQ ANTIOQUIA C/ ARTURO SORIA;446192;4477421;SI;146/;446082,5636;4477213,446;-3,63578304;40,44382534
4433;;MARQUESINA MOD XXI 4-M STD;20;SAN BLAS - CANILLEJAS;TAMPICO;CALLE;Nº 81;ESQ.C/Mª LOMBILLO;C/ALCALA;TAMPICO, CALLE Nº81 ESQ.C/Mª LOMBILLO C/ALCALA;446207,8148;4477532,741;SI;146/;446098,3793;4477325,188;-3,635606037;40,444833
4437;;MARQUESINA MOD XXI 4-M STD;8;FUENCARRAL - EL PARDO;SENDA DEL INFANTE;CALLE;Nº 0;ANT GTA PRADERA DE LOS CORRALILLOS;GTA PRADERA DE LOS CORRALILLOS;SENDA DEL INFANTE  CALLE ANT GTA PRADERA DE LOS CORRALILLOS - GTA PRADERA DE LOS CORRALILLOS;439135,1516;4482437,303;SI;64/;439025,7913;4482229,874;-3,719471206;40,48852758
4441;;MARQUESINA MOD XXI 4-M STD;20;SAN BLAS - CANILLEJAS;ALBERIQUE;CALLE;Nº 0;DESP  C/ALCONERA;AV HELLIN;ALBERIQUE, CALLE Nº DESP  C/ALCONERA AV HELLIN;447739;4475793;SI;38/;447629,5453;4475585,414;-3,617408204;40,42925794
4444;;MARQUESINA MOD XXI 4-M STD;20;SAN BLAS - CANILLEJAS;JULIA GARCIA BOUTAN;CALLE;Nº 0;DESP Nº 29;AV CANILLEJAS A VICA;JULIA GARCIA BOUTAN, CALLE DESP Nº 29 AV CANILLEJAS A VICA;448639;4475891;SI;38/N6/;448529,5464;4475683,401;-3,606806373;40,43019684
4448;;MARQUESINA MOD XXI 4-M STD;20;SAN BLAS - CANILLEJAS;SOFIA;CALLE;Nº 64;ESQ C/ BELGICA;JULIA GARCIA BOUTAN;SOFIA, CALLE Nº64 ESQ C/ BELGICA JULIA GARCIA BOUTAN;449085;4475851;SI;38/;448975,546;4475643,393;-3,601545364;40,4298639
4450;;MARQUESINA MOD XXI 4-M STD;20;SAN BLAS - CANILLEJAS;SOFIA;CALLE;Nº 52;;MARIA SEVILLA DIAGO;SOFIA, CALLE Nº52 - MARIA SEVILLA DIAGO;449126;4475617;SI;38/;449016,5437;4475409,391;-3,601043286;40,42775838
4451;;MARQUESINA MOD XXI 5-M STD;20;SAN BLAS - CANILLEJAS;GUADALAJARA;AV;Nº 0;ESQ Pº GINEBRA;AV DE NIZA;GUADALAJARA,  AV. Nº ESQ Pº GINEBRA AV DE NIZA;448711,534;4475301,903;SI;38/N6/;448602,0745;4475094,299;-3,605903727;40,42489433
4462;;MARQUESINA MOD XXI 4-M STD;15;CIUDAD LINEAL;ASCAO;CALLE;Nº 0;ANT C/ GUTIERREZ DE CETINA;AV. HERMANOS GARCIA NOBLEJAS;ASCAO, CALLE ANT C/ GUTIERREZ DE CETINA - AV HERMANOS GARCIA NOBLEJAS;445704;4475867;SI;28/109/N6/;445594,5497;4475659,445;-3,641404206;40,42979425
4474;;MARQUESINA MOD XXI 4-M STD;15;CIUDAD LINEAL;AGUSTIN GONZALEZ;PZA;Nº 0;ANT C/ JOSE Mª DE PEREDA;C/ ALCALA;AGUSTIN GONZALEZ, PZA Nº ANT C/ JOSE Mª DE PEREDA - C/ ALCALA;445208;4475616;SI;15/;445098,5489;4475408,451;-3,647229698;40,42750057
4475;;MARQUESINA MOD XXI 4-M REDUCIDA;14;MORATALAZ;ENTREARROYOS;CALLE;Nº 0;DESP PZA CORREGIDOR SANCHO DE CORDOBA;;ENTREARROYOS CALLE DESP PLAZA CORREGIDOR SANCHO DE CORDOBA;444662,142;4473420,42;SI;30/32/N8/;444552,6702;4473212,868;-3,653473235;40,40768531
4496;;MARQUESINA MOD XXI 5-M STD;7;CHAMBERI;BRAVO MURILLO;CALLE;Nº 55;ESQ C/ RIOS ROSAS;GTA QUEVEDO;BRAVO MURILLO, CALLE Nº55 ESQ C/ RIOS ROSAS GTA QUEVEDO;440384,4906;4477228,735;SI;3/37/149/N23/;440275,0767;4477021,261;-3,704240963;40,44169717
4504;;MARQUESINA MOD XXI 4-M STD;10;LATINA;AGUILAS (DE LAS);AV;Nº 5;ESQ. AV. RAFAEL FINAT;AV. DE LOS POBLADOS;AGUILAS, (DE LAS) AV Nº 5 ESQ. AV. RAFAEL FINAT AV. DE LOS POBLADOS;435129,7038;4470884,031;SI;139/;435020,2505;4470676,58;-3,765549712;40,384148
4505;;MARQUESINA MOD XXI 4-M STD;10;LATINA;AGUILAS (DE LAS);AV;Nº 0;JUNTO JUNTA MUNICIPAL DISTRITO;AV AVIACION;AGUILAS, (DE LAS) AV JTO JUNTA MUNICIPAL DISTRITO AV AVIACION;435281,645;4470975,441;SI;17/138/139/155/;435172,1918;4470767,99;-3,763769089;40,38498329
4508;;MARQUESINA MOD XXI 4-M STD;8;FUENCARRAL - EL PARDO;VALCARLOS;CALLE;Nº 0;DESP C/SANTO DOMINGO DE LA CALZADA;C/ SAN JUAN ORTEGA;VALCARLOS CALLE DESP C/ SANTO DOMINGO DE LA CALZADA SAN JUAN ORTEGA;443703,309;4484150,609;SI;175/;443593,9398;4483943,128;-3,665725013;40,50428426
