TIPO_DATO;LOTE;COD_DIST;DISTRITO;COD_BARRIO;BARRIO;DIRECCION COMPLETA;VIA_CLASE;VIA_PAR;VIA_NOMBRE;TIPO_NUMERO;NUMERO;UTM_X;UTM_Y;LATITUD;LONGITUD;DIRECCIÓN COMPLETA AMPLIADA;MÁS INFORMACIÓN
CONTENEDOR DE ROPA;03;02;ARGANZUELA;024;LEGAZPI;CALLE DEL PUERTO DE LA CRUZ VERDE, 52;CALLE;DEL;PUERTO DE LA CRUZ VERDE;Número;52;441705.6328;4470736.901;40.38518598;-3.68679802;CALLE DEL PUERTO DE LA CRUZ VERDE, 52;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;02;ARGANZUELA;025;DELICIAS;PASEO DE LAS DELICIAS, 123;PASEO;DE LAS;DELICIAS;Número;123;441037.1845;4471591.295;40.39283578;-3.69475192;PASEO DE LAS DELICIAS, 123;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;02;ARGANZUELA;023;CHOPERA;PASEO DE LA CHOPERA, 10;PASEO;DE LA;CHOPERA;Número;10;440673.1948;4471624.691;40.39311078;-3.69904358;"PASEO DE LA CHOPERA, 10 Junta Municipal Distrito ""Casa del Reloj"" ";"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;02;ARGANZUELA;023;CHOPERA;CALLE DE JAIME EL CONQUISTADOR, 33;CALLE;DE;JAIME EL CONQUISTADOR;Número;33;440733.738;4471769.415;40.39441884;-3.69834372;CALLE DE JAIME EL CONQUISTADOR, 33;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;02;ARGANZUELA;025;DELICIAS;PASEO DE LAS DELICIAS, 67;PASEO;DE LAS;DELICIAS;Número;67;441120.7;4472157.2;40.39793966;-3.69382026;PASEO DE LAS DELICIAS, 67;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;02;ARGANZUELA;026;PALOS DE LA FRONTERA;CALLE DEL GENERAL LACY, 1;CALLE;DEL;GENERAL LACY;Número;1;441403.0309;4472887.433;40.40453789;-3.69056079;CALLE DEL GENERAL LACY, 1;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;02;ARGANZUELA;025;DELICIAS;CALLE DE MENDEZ ALVARO, 60;CALLE;DE;MENDEZ ALVARO;Número;60;442166.889;4471987.02;40.39647989;-3.68147759;CALLE DE MENDEZ ALVARO, 60;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;02;ARGANZUELA;025;DELICIAS;CALLE DE LA ESTRELLA DENEBOLA, 5;CALLE;DE LA;ESTRELLA DENEBOLA;Número;5;442010.0508;4471732.207;40.39417349;-3.68330236;CALLE DE LA ESTRELLA DENEBOLA, 5 Punto Limpio Fijo;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;02;ARGANZUELA;022;ACACIAS;CALLE DE ARGANDA 12;CALLE;DE;ARGANDA;Número;12;439906.9504;4472441.818;40.40041693;-3.70814865;CALLE DE ARGANDA 12;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;02;ARGANZUELA;022;ACACIAS;CALLE DEL LABRADOR, 20;CALLE;DEL;LABRADOR;Número;20;440383.2421;4472546.217;40.40139165;-3.70254611;CALLE DEL LABRADOR, 20;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;02;ARGANZUELA;022;ACACIAS;CALLE DE MARTIN DE VARGAS, 1;CALLE;DE;MARTIN DE VARGAS;Número;1;440344.7439;4472878.621;40.40438335;-3.70303091;CALLE DE MARTIN DE VARGAS, 1;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;02;ARGANZUELA;022;ACACIAS;PASEO DE LA ESPERANZA, 8;PASEO;DE LA;ESPERANZA;Número;8;440079.2814;4472666.957;40.40245751;-3.70613921;PASEO DE LA ESPERANZA, 8;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;02;ARGANZUELA;022;ACACIAS;PASEO DE JUAN ANTONIO VALLEJO-NAJERA BOTAS, 31;PASEO;DE;JUAN ANTONIO VALLEJO-NAJERA BOTAS;Número;31;439760.3879;4472660.966;40.40238053;-3.70989638;PASEO DE JUAN ANTONIO VALLEJO-NAJERA BOTAS, 31;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;02;ARGANZUELA;021;IMPERIAL;PASEO   IMPERIAL 95;PASEO; ;IMPERIAL;Número;50;439340.436;4472560.603;40.40144593;-3.7148354;PASEO   IMPERIAL 95;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;02;ARGANZUELA;021;IMPERIAL;PASEO DE LOS PONTONES, 20;PASEO;DE LOS;PONTONES;Número;20;439086.2695;4472888.93;40.4043851;-3.71786179;PASEO DE LOS PONTONES, 20;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;02;ARGANZUELA;021;IMPERIAL;PASEO   IMPERIAL, 20;PASEO; ;IMPERIAL;Número;20;439142.2829;4473250.507;40.40764644;-3.7172363;"PASEO   IMPERIAL, 20 Centro Deportivo Municipal ""Marqués de Samaranch""";"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;02;ARGANZUELA;021;IMPERIAL;PASEO DE LOS MELANCOLICOS, 6;PASEO;DE LOS;MELANCOLICOS;Número;6;438988.7443;4473467.21;40.40958736;-3.71906647;PASEO DE LOS MELANCOLICOS, 6;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;02;ARGANZUELA;025;DELICIAS;CALLE DE BOLIVAR, 13;CALLE;DE;BOLIVAR;Número;13;441315.0698;4471538.744;40.39238199;-3.69147301;CALLE DE BOLIVAR, 13;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;02;ARGANZUELA;022;ACACIAS;CALLE DE MORATINES, 15;CALLE;DE;MORATINES;Número;15;440331.5549;4472718.686;40.40294163;-3.70317134;CALLE DE MORATINES, 15;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;02;ARGANZUELA;025;DELICIAS;CALLE DE EMBAJADORES, 157;CALLE;DE;EMBAJADORES;Número;157;440961.514;4471918.655;40.39577945;-3.69567382;CALLE DE EMBAJADORES, 157;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;02;ARGANZUELA;025;DELICIAS;CALLE DE AMALTEA 20;CALLE;DE;AMALTEA;Número;10;442123.2826;4471794.356;40.39474124;-3.68197388;CALLE DE AMALTEA 20;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;02;ARGANZUELA;024;LEGAZPI;CALLE DEL PLANETA TIERRA, 4;CALLE;DEL;PLANETA TIERRA;Número;4;442351.0737;4471512.326;40.39221635;-3.67926441;CALLE DEL PLANETA TIERRA, 4;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;02;ARGANZUELA;026;PALOS DE LA FRONTERA;CALLE DE FRAY LUIS DE LEON, 11;CALLE;DE;FRAY LUIS DE LEON;Número;11;440748.0883;4472853.604;40.40418679;-3.69827554;CALLE DE FRAY LUIS DE LEON, 11;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;02;ARGANZUELA;021;IMPERIAL;PASEO DE LOS MELANCOLICOS, 23;PASEO;DE LOS;MELANCOLICOS;Número;23;438857.6174;4473086.622;40.40614924;-3.72057522;PASEO DE LOS MELANCOLICOS, 23;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;02;ARGANZUELA;024;LEGAZPI;CALLE DE EMBAJADORES, 294;CALLE;DE;EMBAJADORES;Número;294;441528.2337;4470731.189;40.38512209;-3.68888739;CALLE DE EMBAJADORES, 294;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;21;BARAJAS;211;ALAMEDA DE OSUNA;PASEO DE LA ALAMEDA DE OSUNA, 67;PASEO;DE LA;ALAMEDA DE OSUNA;Número;67;449900.1516;4478680.002;40.45727579;-3.59088491;PASEO DE LA ALAMEDA DE OSUNA, 67;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;21;BARAJAS;211;ALAMEDA DE OSUNA;PLAZA DEL NAVIO, 4;PLAZA;DEL;NAVIO;Número;4;450150.6452;4478446.357;40.45518604;-3.58791235;"PLAZA DEL NAVIO, 4 Centro Integrado ""Teresa de Calcuta""";"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;21;BARAJAS;213;CASCO HISTORICO DE BARAJAS;CALLE DEL CANAL DE SUEZ, 4;CALLE;DEL;CANAL DE SUEZ;Número;4;450754.4181;4480199.923;40.47101923;-3.58092802;CALLE DEL CANAL DE SUEZ, 4 Hiber;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;21;BARAJAS;213;CASCO HISTORICO DE BARAJAS;CALLE DE LA BOTICA, 8;CALLE;DE LA;BOTICA;Número;8;450965.6637;4480466.246;40.47343093;-3.57845675;"CALLE DE LA BOTICA, 8 Centro Cultural ""Villa de Barajas""";"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;21;BARAJAS;213;CASCO HISTORICO DE BARAJAS;CALLE DE BENITEZ, 15;CALLE;DE;BENITEZ;Número;15;451050.39;4480271.45;40.47168109;-3.57744226;CALLE DE BENITEZ, 15 Mercadillo en la vía pública de la calle Ayerbe ;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;21;BARAJAS;213;CASCO HISTORICO DE BARAJAS;CALLE DE SAN ESTANISLAO, 4;CALLE;DE;SAN ESTANISLAO;Número;4;450698.8;4480461.14;40.47336913;-3.58160439;CALLE DE SAN ESTANISLAO, 4;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;21;BARAJAS;214;TIMON;CALLE DE ALHAURIN, 7;CALLE;DE;ALHAURIN;Número;7;450382.7036;4480530.011;40.47397074;-3.58533857;CALLE DE ALHAURIN, 7 Punto Limpio Fijo;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;21;BARAJAS;214;TIMON;CALLE DE ALHAURIN, 2;CALLE;DE;ALHAURIN;Número;2;450307.9684;4480438.114;40.47313841;-3.58621298;CALLE DE ALHAURIN, 2 Instalación Deportiva Básica;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;21;BARAJAS;214;TIMON;CALLE DE LA PLAYA DEL SARDINERO, 3;CALLE;DE LA;PLAYA DEL SARDINERO;Número;3;449941.13;4480296.49;40.47184055;-3.59052915;CALLE DE LA PLAYA DEL SARDINERO, 3 Mercadona;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;21;BARAJAS;215;CORRALEJOS;CALLE DE LA BAHIA DE MALAGA, 5;CALLE;DE LA;BAHIA DE MALAGA;Número;5;449550.55;4479836.2;40.46767036;-3.59509986;"CALLE DE LA BAHIA DE MALAGA, 5 Instalacion Deportiva Básica ""Los Coronales""";"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;21;BARAJAS;215;CORRALEJOS;AVENIDA DE LOGROÑO, 179;AVENIDA;DE;LOGROÑO;Número;179;449673.9368;4479074.322;40.46081439;-3.59358405;"AVENIDA DE LOGROÑO, 179 Centro Cultural ""Gloria Fuertes""";"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;11;CARABANCHEL;116;BUENAVISTA;CALLE DE ALFONSO FERNANDEZ, 23;CALLE;DE;ALFONSO FERNANDEZ;Número;23;435874.7;4468752.4;40.36688036;-3.75529039;"CALLE DE ALFONSO FERNANDEZ, 23 Centro Sociocultural ""Carabanchel Alto""";"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;11;CARABANCHEL;115;PUERTA BONITA;CALLE DEL CAMINO VIEJO DE LEGANES, 154;CALLE;DEL;CAMINO VIEJO DE LEGANES;Número;154;437899.5194;4470278.794;40.38078413;-3.73159193;CALLE DEL CAMINO VIEJO DE LEGANES, 154;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;11;CARABANCHEL;117;ABRANTES;PLAZA DE SAN VICENTE DE PAUL, 4;PLAZA;DE;SAN VICENTE DE PAUL;Número;4;438321.3;4470763.3;40.38518013;-3.7266703;PLAZA DE SAN VICENTE DE PAUL, 4;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;11;CARABANCHEL;112;OPAÑEL;CALLE DE MERCEDES ARTEAGA, 43;CALLE;DE;MERCEDES ARTEAGA;Número;43;438644.8982;4471422.157;40.39113931;-3.72292157;CALLE DE MERCEDES ARTEAGA, 43;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;11;CARABANCHEL;111;COMILLAS;CALLE DE EDUARDO RIVAS, 18;CALLE;DE;EDUARDO RIVAS;Número;18;439458.2082;4471379.636;40.39081578;-3.71333534;CALLE DE EDUARDO RIVAS, 18;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;11;CARABANCHEL;111;COMILLAS;CALLE DEL PARADOR DEL SOL, 1;CALLE;DEL;PARADOR DEL SOL;Número;1;439850.8002;4471756.767;40.39424161;-3.70874557;CALLE DEL PARADOR DEL SOL, 1;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;11;CARABANCHEL;111;COMILLAS;AVENIDA DEL MANZANARES, 166;AVENIDA;DEL;MANZANARES;Número;166;439895.1492;4471907.98;40.395607;-3.70823731;AVENIDA DEL MANZANARES, 166;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;11;CARABANCHEL;111;COMILLAS;CALLE DE ANTONIO LOPEZ, 3;CALLE;DE;ANTONIO LOPEZ;Número;3;439347.5754;4472106.365;40.39735446;-3.714708;CALLE DE ANTONIO LOPEZ, 3;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;11;CARABANCHEL;112;OPAÑEL;CALLE DE ANTONIO DE LEYVA, 18;CALLE;DE;ANTONIO DE LEYVA;Número;18;439267.2963;4471808.818;40.39466816;-3.71562553;CALLE DE ANTONIO DE LEYVA, 18;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;11;CARABANCHEL;116;BUENAVISTA;CALLE DEL CIDRO, 5;CALLE;DEL;CIDRO;Número;5;436674.5682;4468888.429;40.36816691;-3.74588353;CALLE DEL CIDRO, 5 Punto Limpio Fijo;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;11;CARABANCHEL;112;OPAÑEL;AVENIDA DE OPORTO, 84;AVENIDA;DE;OPORTO;Número;84;438175.8556;4470926.188;40.38663671;-3.72839954;AVENIDA DE OPORTO, 84;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;11;CARABANCHEL;113;SAN ISIDRO;CALLE DEL TERCIO, 32;CALLE;DEL;TERCIO;Número;32;437947.6819;4471736.411;40.39391861;-3.73116656;CALLE DEL TERCIO, 32;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;11;CARABANCHEL;113;SAN ISIDRO;PLAZA DE ROGER DE FLOR, 15;PLAZA;DE;ROGER DE FLOR;Número;15;437845.7;4471759.6;40.39411991;-3.73237039;PLAZA DE ROGER DE FLOR, 15;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;11;CARABANCHEL;113;SAN ISIDRO;CALLE DEL COMANDANTE FONTANES, 8;CALLE;DEL;COMANDANTE FONTANES;Número;8;438746.7481;4471880.214;40.39527321;-3.72176566;"CALLE DEL COMANDANTE FONTANES, 8 Centro Atención Mujeres ""María Maeztu""";"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;11;CARABANCHEL;114;VISTA ALEGRE;CALLE DE LA LAGUNA, 87;CALLE;DE LA;LAGUNA;Número;87;437011.0846;4471472.536;40.39147121;-3.74217558;CALLE DE LA LAGUNA, 87;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;11;CARABANCHEL;117;ABRANTES;CALLE DE ONTANILLA, 2;CALLE;DE;ONTANILLA;Número;2;438105.6261;4469545.37;40.37419243;-3.72909279;"CALLE DE ONTANILLA, 2 Instalación Deportiva Básica ""Ontanilla""";"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;11;CARABANCHEL;116;BUENAVISTA;CALLE DEL PATRIMONIO DE LA HUMANIDAD, 33;CALLE;DEL;PATRIMONIO DE LA HUMANIDAD;Número;33;435192.2;4468182.1;40.36169007;-3.76327049;CALLE DEL PATRIMONIO DE LA HUMANIDAD, 33 Centro Atención Adolescentes Aspa;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;11;CARABANCHEL;116;BUENAVISTA;CALLE DEL HAYA, 14;CALLE;DEL;HAYA;Número;14;436531.477;4468669.857;40.36618703;-3.74754705;CALLE DEL HAYA, 14;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;11;CARABANCHEL;116;BUENAVISTA;AVENIDA DE LA PESETA, 103;AVENIDA;DE LA;PESETA;Número;103;436605.2787;4468343.899;40.36325626;-3.74664547;AVENIDA DE LA PESETA, 103;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;11;CARABANCHEL;116;BUENAVISTA;CALLE DE LOS MORALES, 10;CALLE;DE LOS;MORALES;Número;10;435777.5219;4468230.227;40.36216891;-3.75638231;CALLE DE LOS MORALES, 10;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;11;CARABANCHEL;116;BUENAVISTA;CALLE DEL PATRIMONIO DE LA HUMANIDAD, 8;CALLE;DEL;PATRIMONIO DE LA HUMANIDAD;Número;8;435566.5175;4468111.535;40.3610834;-3.75885523;CALLE DEL PATRIMONIO DE LA HUMANIDAD, 8;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;11;CARABANCHEL;112;OPAÑEL;CALLE DE LA VERDAD, 29;CALLE;DE LA;VERDAD;Número;29;439128.468;4471464.775;40.39155872;-3.71722836;"CALLE DE LA VERDAD, 29 Centro Cultural ""Fernando Lázaro Carreter""";"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;11;CARABANCHEL;116;BUENAVISTA;CALLE DEL PINAR DE SAN JOSE, 50;CALLE;DEL;PINAR DE SAN JOSE;Número;50;434897;4468312.3;40.36283997;-3.76676019;CALLE DEL PINAR DE SAN JOSE, 50;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;11;CARABANCHEL;116;BUENAVISTA;CAMINO DE LAS CRUCES, 17;CAMINO;DE LAS;CRUCES;Número;17;435545.4;4469064.9;40.3696701;-3.75920027;CAMINO DE LAS CRUCES, 17;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;11;CARABANCHEL;116;BUENAVISTA;AVENIDA DE CARABANCHEL ALTO, 36;AVENIDA;DE;CARABANCHEL ALTO;Número;36;436162.6138;4469341.137;40.37220606;-3.75195846;AVENIDA DE CARABANCHEL ALTO, 36;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;11;CARABANCHEL;116;BUENAVISTA;RONDA DE DON BOSCO, 18;RONDA;DE;DON BOSCO;Número;18;436071.3228;4469669.24;40.37515476;-3.75306662;RONDA DE DON BOSCO, 18;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;11;CARABANCHEL;114;VISTA ALEGRE;CALLE DE EUGENIA DE MONTIJO, 74;CALLE;DE;EUGENIA DE MONTIJO;Número;74;436595.6398;4470132.793;40.3793707;-3.74693689;CALLE DE EUGENIA DE MONTIJO, 74;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;11;CARABANCHEL;114;VISTA ALEGRE;CALLE DE EUGENIA DE MONTIJO, 38;CALLE;DE;EUGENIA DE MONTIJO;Número;38;436958.44;4470449.18;40.38224838;-3.74269455;CALLE DE EUGENIA DE MONTIJO, 38;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;11;CARABANCHEL;114;VISTA ALEGRE;CALLE DEL MONSEÑOR OSCAR ROMERO, 52;CALLE;DEL;MONSEÑOR OSCAR ROMERO;Número;52;436758.0834;4470425.788;40.38202248;-3.74505245;CALLE DEL MONSEÑOR OSCAR ROMERO, 52 Residencia Orpea Carabanchel;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;11;CARABANCHEL;114;VISTA ALEGRE;CALLE DE NUESTRA SEÑORA DE LA LUZ, 12;CALLE;DE;NUESTRA SEÑORA DE LA LUZ;Número;12;436919.4268;4470555.563;40.38320377;-3.74316467;CALLE DE NUESTRA SEÑORA DE LA LUZ, 12;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;11;CARABANCHEL;114;VISTA ALEGRE;AVENIDA DE NUESTRA SEÑORA DE FATIMA, 43;AVENIDA;DE;NUESTRA SEÑORA DE FATIMA;Número;43;436629.7294;4470691.461;40.38440602;-3.74659089;AVENIDA DE NUESTRA SEÑORA DE FATIMA, 43;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;11;CARABANCHEL;114;VISTA ALEGRE;AVENIDA DE NUESTRA SEÑORA DE FATIMA, 2;AVENIDA;DE;NUESTRA SEÑORA DE FATIMA;Número;2;436891.9646;4470966.347;40.38690222;-3.74352887;AVENIDA DE NUESTRA SEÑORA DE FATIMA, 2;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;11;CARABANCHEL;115;PUERTA BONITA;CALLE DEL BLASON, 20;CALLE;DEL;BLASON;Número;20;437149.1179;4470427.043;40.38206337;-3.74044617;CALLE DEL BLASON, 20;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;11;CARABANCHEL;115;PUERTA BONITA;CALLE DE LA SOMBRA, 23;CALLE;DE LA;SOMBRA;Número;23;437048.1231;4470166.759;40.37971099;-3.74161018;CALLE DE LA SOMBRA, 23;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;11;CARABANCHEL;115;PUERTA BONITA;CALLE DE ALBA DE TORMES, 17;CALLE;DE;ALBA DE TORMES;Número;17;436910.6326;4470009.985;40.3782883;-3.74321425;CALLE DE ALBA DE TORMES, 17;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;11;CARABANCHEL;115;PUERTA BONITA;CALLE DE BELZUNEGUI 46;CALLE;DE;BELZUNEGUI;Número;46;437261.1019;4469674.245;40.37529026;-3.73905288;CALLE DE BELZUNEGUI 46;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;11;CARABANCHEL;116;BUENAVISTA;CALLE DE ANTONIA RODRIGUEZ SACRISTAN, 14;CALLE;DE;ANTONIA RODRIGUEZ SACRISTAN;Número;14;436928.1037;4469417.401;40.37295136;-3.74294981;CALLE DE ANTONIA RODRIGUEZ SACRISTAN, 14;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;11;CARABANCHEL;117;ABRANTES;CALLE   VIA LUSITANA, 10;CALLE; ;VIA LUSITANA;Número;10;438830.0396;4470653.43;40.38422787;-3.72066647;CALLE   VIA LUSITANA, 10 Mercadillo ;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;03;11;CARABANCHEL;117;ABRANTES;AVENIDA DE OPORTO, 15;AVENIDA;DE;OPORTO;Número;15;438687.2799;4470762.258;40.38519776;-3.72235872;AVENIDA DE OPORTO, 15;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
