TIPO_DATO;LOTE;COD_DIST;DISTRITO;COD_BARRIO;BARRIO;DIRECCION COMPLETA;VIA_CLASE;VIA_PAR;VIA_NOMBRE;TIPO_NUMERO;NUMERO;UTM_X;UTM_Y;LATITUD;LONGITUD;DIRECCIÓN COMPLETA AMPLIADA;MÁS INFORMACIÓN
CONTENEDOR DE ROPA;02;16;HORTALEZA;163;CANILLAS;CALLE DE MOTA DEL CUERVO, 27;CALLE;DE;MOTA DEL CUERVO;Número;27;446595.9125;4479590.862;40.46527553;-3.62993007;CALLE DE MOTA DEL CUERVO, 27;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;16;HORTALEZA;163;CANILLAS;CALLE DE EL PROVENCIO, 22;CALLE;DE;EL PROVENCIO;Número;22;446716.92;4479594.32;40.46531446;-3.62850309;"CALLE DE EL PROVENCIO, 22 Centro Deportivo ""Luis Aragones""";"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;16;HORTALEZA;163;CANILLAS;CALLE DE TRIBALDOS, 2;CALLE;DE;TRIBALDOS;Número;2;446461.2645;4479806.572;40.4672101;-3.63153642;CALLE DE TRIBALDOS, 2;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;16;HORTALEZA;164;PINAR DEL REY;CALLE DE CHIQUINQUIRA, 12;CALLE;DE;CHIQUINQUIRA;Número;12;445969.433;4480313.029;40.47174068;-3.6373808;CALLE DE CHIQUINQUIRA, 12 C.C Colombia;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;16;HORTALEZA;164;PINAR DEL REY;CALLE DEL IMPALA, 11;CALLE;DEL;IMPALA;Número;11;446012.9773;4480480.821;40.47325507;-3.63688144;CALLE DEL IMPALA, 11;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;16;HORTALEZA;164;PINAR DEL REY;CALLE DEL MAR DE CORAL, 6;CALLE;DEL;MAR DE CORAL;Número;6;445749.7481;4480704.104;40.47524936;-3.64000565;CALLE DEL MAR DE CORAL, 6 Plaza Día;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;16;HORTALEZA;164;PINAR DEL REY;CALLE DE SANTA VIRGILIA, 13;CALLE;DE;SANTA VIRGILIA;Número;13;445594.2951;4480952.582;40.4774776;-3.64186078;CALLE DE SANTA VIRGILIA, 13 Centro Cultural de Hortaleza;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;16;HORTALEZA;164;PINAR DEL REY;CALLE DE SANTA SUSANA, 43;CALLE;DE;SANTA SUSANA;Número;43;445143.7111;4481103.039;40.47880335;-3.64718932;CALLE DE SANTA SUSANA, 43;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;16;HORTALEZA;164;PINAR DEL REY;CALLE DEL MAR MENOR, 10;CALLE;DEL;MAR MENOR;Número;10;445441.0862;4480680.537;40.47501684;-3.64364478;CALLE DEL MAR MENOR, 10;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;16;HORTALEZA;164;PINAR DEL REY;CALLE DE SANTA VIRGILIA, 4;CALLE;DE;SANTA VIRGILIA;Número;4;445255.2705;4480801.574;40.47609497;-3.6458472;CALLE DE SANTA VIRGILIA, 4 Centro Mayores Huerta de la Salud I;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;16;HORTALEZA;164;PINAR DEL REY;CALLE DE LA LIBERACION, 45;CALLE;DE LA;LIBERACION;Número;45;445500.2452;4480192.798;40.47062693;-3.642905;CALLE DE LA LIBERACION, 45;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;16;HORTALEZA;163;CANILLAS;CALLE DE LOS EMIGRANTES, 15;CALLE;DE;LOS EMIGRANTES;Número;15;445929.3579;4479948.467;40.46845391;-3.63782245;CALLE DE LOS EMIGRANTES, 15;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;16;HORTALEZA;163;CANILLAS;CALLE DEL TIBERIADES, 3;CALLE;DEL;TIBERIADES;Número;3;445956.4599;4479696.421;40.46618511;-3.63748131;CALLE DEL TIBERIADES, 3;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;16;HORTALEZA;163;CANILLAS;CALLE DE TORQUEMADA, 7;CALLE;DE;TORQUEMADA;Número;7;445688.21;4479761.69;40.4667556;-3.6406509;CALLE DE TORQUEMADA, 7;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;16;HORTALEZA;163;CANILLAS;CARRETERA DE CANILLAS, 47;CARRETERA;DE;CANILLAS;Número;47;445213.023;4479412.593;40.46357955;-3.64622563;CARRETERA DE CANILLAS, 47;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;16;HORTALEZA;163;CANILLAS;CALLE DE MOSCATELAR, 1;CALLE;DE;MOSCATELAR;Número;1;444865.3081;4478710.102;40.45722817;-3.65026574;CALLE DE MOSCATELAR, 1 Farmacia;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;16;HORTALEZA;163;CANILLAS;CALLE DE PUERTO REAL, 9;CALLE;DE;PUERTO REAL;Número;9;444554.1351;4479111.96;40.46082759;-3.65397063;CALLE DE PUERTO REAL, 9 Instalación deportiva básica;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;16;HORTALEZA;163;CANILLAS;CALLE DE SILVANO 96;CALLE;DE;SILVANO;Número;96;445958.5017;4479314.662;40.46274616;-3.63742471;CALLE DE SILVANO 96;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;16;HORTALEZA;166;VALDEFUENTES;CALLE DE TOMAS REDONDO, 6;CALLE;DE;TOMAS REDONDO;Número;6;446773.6245;4480214.176;40.47090208;-3.62788627;CALLE DE TOMAS REDONDO, 6 Punto Limpio Fijo;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;16;HORTALEZA;166;VALDEFUENTES;AVENIDA DE NICETO ALCALA ZAMORA, 48;AVENIDA;DE;NICETO ALCALA ZAMORA;Número;48;444437.6948;4483312.422;40.49865952;-3.655712;AVENIDA DE NICETO ALCALA ZAMORA, 48 Colegio Público Cortes de Cádiz;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;16;HORTALEZA;164;PINAR DEL REY;CALLE DE SANTA SUSANA, 44;CALLE;DE;SANTA SUSANA;Número;44;445114.3959;4481220.725;40.47986159;-3.64754534;CALLE DE SANTA SUSANA, 44;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;16;HORTALEZA;165;APOSTOL SANTIAGO;CARRETERA A LA ESTACION DE HORTALEZA, 11;CARRETERA;A LA;ESTACION DE HORTALEZA;Número;11;444638.26;4481196.56;40.47961229;-3.65316038;"CARRETERA A LA ESTACION DE HORTALEZA, 11 Centro Deportivo Municipal ""Hortaleza""/Mercadillo en la vía pública UVA Hortaleza";"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;16;HORTALEZA;164;PINAR DEL REY;CALLE DE URIA, 12;CALLE;DE;URIA;Número;12;444499.4115;4480630.162;40.47450064;-3.65474885;CALLE DE URIA, 12;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;16;HORTALEZA;164;PINAR DEL REY;CALLE DE LOPEZ DE HOYOS, 480;CALLE;DE;LOPEZ DE HOYOS;Número;480;444930.5714;4480339.302;40.47190914;-3.64963745;CALLE DE LOPEZ DE HOYOS, 480;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;16;HORTALEZA;164;PINAR DEL REY;CALLE DE LOPEZ DE HOYOS, 351;CALLE;DE;LOPEZ DE HOYOS;Número;351;444715.3772;4480051.878;40.46930559;-3.65215083;CALLE DE LOPEZ DE HOYOS, 351;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;16;HORTALEZA;165;APOSTOL SANTIAGO;CALLE DE CARRION DE LOS CONDES, 73;CALLE;DE;CARRION DE LOS CONDES;Número;73;444217.6026;4480796.795;40.47598287;-3.65808784;"CALLE DE CARRION DE LOS CONDES, 73 Centro Juvenil ""Santiago Apóstol""";"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;16;HORTALEZA;165;APOSTOL SANTIAGO;CALLE DE CARRION DE LOS CONDES, 1;CALLE;DE;CARRION DE LOS CONDES;Número;1;444150.6625;4480841.533;40.47638139;-3.65888145;CALLE DE CARRION DE LOS CONDES, 1 Iglesia Jesús de Nazaret;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;16;HORTALEZA;165;APOSTOL SANTIAGO;CALLE DE MONOVAR, 11;CALLE;DE;MONOVAR;Número;11;444337.4702;4480937.132;40.47725514;-3.65668612;CALLE DE MONOVAR, 11 Centro de salud;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;16;HORTALEZA;166;VALDEFUENTES;AVENIDA DE MANOTERAS, 50;AVENIDA;DE;MANOTERAS;Número;50;443870.5796;4482076.812;40.48749045;-3.66229487;AVENIDA DE MANOTERAS, 50 Iglesia;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;16;HORTALEZA;166;VALDEFUENTES;CALLE DE LA PRINCESA DE EBOLI, 21;CALLE;DE LA;PRINCESA DE EBOLI;Número;21;444503.2628;4482130.057;40.48801265;-3.6548347;CALLE DE LA PRINCESA DE EBOLI, 21;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;16;HORTALEZA;166;VALDEFUENTES;CALLE DEL PRINCIPE CARLOS, 52;CALLE;DEL;PRINCIPE CARLOS;Número;52;444393.2472;4482791.276;40.49396184;-3.65619077;CALLE DEL PRINCIPE CARLOS, 52;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;16;HORTALEZA;166;VALDEFUENTES;CALLE DE ANA DE AUSTRIA, 62;CALLE;DE;ANA DE AUSTRIA;Número;62;444524.2662;4483572.414;40.50100744;-3.65471318;CALLE DE ANA DE AUSTRIA, 62;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;16;HORTALEZA;166;VALDEFUENTES;CALLE DEL ALCALDE ARISTIZABAL MANCHON, 1;CALLE;DEL;ALCALDE ARISTIZABAL MANCHON;Número;1;444872.3761;4482203.962;40.48870301;-3.65048604;CALLE DEL ALCALDE ARISTIZABAL MANCHON, 1;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;16;HORTALEZA;166;VALDEFUENTES;AVENIDA DE LAS FUERZAS ARMADAS, 200;AVENIDA;DE;LAS FUERZAS ARMADAS;Número;200;446787.52;4481675.51;40.48406742;-3.62784498;AVENIDA DE LAS FUERZAS ARMADAS, 200;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;16;HORTALEZA;166;VALDEFUENTES;CALLE DE ELENA FORTUN, 20;CALLE;DE;ELENA FORTUN;Número;20;446798.0001;4480639.74;40.47473735;-3.62763443;CALLE DE ELENA FORTUN, 20;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;16;HORTALEZA;162;PIOVERA;CALLE DE DIONISIO INCA YUPANQUI, 2;CALLE;DE;DIONISIO INCA YUPANQUI;Número;2;446323.56;4479152.26;40.46130683;-3.63310533;CALLE DE DIONISIO INCA YUPANQUI, 2;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;16;HORTALEZA;162;PIOVERA;AVENIDA DE MACHUPICHU, 35;AVENIDA;DE;MACHUPICHU;Número;35;446825.026;4478939.464;40.45942209;-3.62717312;AVENIDA DE MACHUPICHU, 35;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;16;HORTALEZA;161;PALOMAS;CALLE DE LAS CAMELIAS, 7;CALLE;DE LAS;CAMELIAS;Número;7;447537.61;4478159;40.45243652;-3.61870451;CALLE DE LAS CAMELIAS, 7;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;16;HORTALEZA;161;PALOMAS;AVENIDA DE LOS PRUNOS, 15;AVENIDA;DE LOS;PRUNOS;Número;15;447499.97;4478354.64;40.45419658;-3.61916456;AVENIDA DE LOS PRUNOS, 15;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;104;ALUCHE;CALLE DE CAMARENA, 10;CALLE;DE;CAMARENA;Número;10;435775.3365;4471939.733;40.39558555;-3.75678188;"CALLE DE CAMARENA, 10 Centro Cultural ""Fernando De Los Rios""";"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;104;ALUCHE;CALLE DE CAMARENA, 2;CALLE;DE;CAMARENA;Número;2;435846.1991;4472103.751;40.39706854;-3.75596347;CALLE DE CAMARENA, 2 CEIP Amadeo Vives;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;107;AGUILAS;CALLE DE SERRADILLA, 13;CALLE;DE;SERRADILLA;Número;13;433632.6644;4470092.394;40.37877607;-3.78183509;"CALLE DE SERRADILLA, 13 Centro Cultural ""Miguel HernÃ¡ndez""";"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;105;CAMPAMENTO;CARRETERA DE BOADILLA DEL MONTE, 40;CARRETERA;DE;BOADILLA DEL MONTE;Número;40;434255.632;4472408.003;40.39968531;-3.77473591;"CARRETERA DE BOADILLA DEL MONTE, 40 Centro Cultural ""Sara Montiel""";"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;102;PUERTA DEL ANGEL;CALLE DE PERICLES, 4;CALLE;DE;PERICLES;Número;4;438069.7894;4473451.719;40.40937996;-3.72989475;"CALLE DE PERICLES, 4 Centro de Mayores ""Cerro Bermejo""";"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;107;AGUILAS;CALLE DE RAFAEL FINAT, 47;CALLE;DE;RAFAEL FINAT;Número;47;434729.9547;4470178.173;40.37963546;-3.76891845;"CALLE DE RAFAEL FINAT, 47 Centro de Mayores ""Ciudad De Mejico""";"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;107;AGUILAS;CALLE DE JOSE DE CADALSO, 1;CALLE;DE;JOSE DE CADALSO;Número;1;434466.5812;4470547.129;40.38293849;-3.77205881;"CALLE DE JOSE DE CADALSO, 1 Centro Deportivo Municipal ""Aluche""";"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;103;LUCERO;CALLE DEL OLIVILLO, 4;CALLE;DEL;OLIVILLO;Número;4;436709.8609;4473144.322;40.40650851;-3.7458907;"CALLE DEL OLIVILLO, 4 Centro Deportivo Municipal ""El Olivillo""";"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;101;CARMENES;CALLE DE GALLUR, 10;CALLE;DE;GALLUR;Número;10;437551.9026;4472267.547;40.39867374;-3.73588179;"CALLE DE GALLUR, 10 Centro Deportivo Municipal ""Gallur""";"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;107;AGUILAS;CALLE DE LA FUENTE DEL TIRO, 72;CALLE;DE LA;FUENTE DEL TIRO;Número;72;433797.3226;4470575.521;40.38314135;-3.77994571;"CALLE DE LA FUENTE DEL TIRO, 72 Centro Sociocultural ""Almirante Churruca""";"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;107;AGUILAS;CALLE DE RODRIGO DE ARANA, 48;CALLE;DE;RODRIGO DE ARANA;Número;48;435010.5447;4470150.09;40.37940441;-3.76561035;"CALLE DE RODRIGO DE ARANA, 48 Centro Sociocultural ""Latina""";"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;101;CARMENES;AVENIDA DE NUESTRA SEÑORA DE VALVANERA, 120;AVENIDA;DE;NUESTRA SEÑORA DE VALVANERA;Número;120;437067.2559;4471711.46;40.39362779;-3.7415374;AVENIDA DE NUESTRA SEÑORA DE VALVANERA, 120 Colegio República del Uruguay;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;101;CARMENES;AVENIDA DE LOS CAPRICHOS, 1;AVENIDA;DE LOS;CAPRICHOS;Número;1;438175.3178;4473061.275;40.40587052;-3.72861318;"AVENIDA DE LOS CAPRICHOS, 1 Instalación Deportiva Municipal Básica ""Los Caprichos""";"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;107;AGUILAS;CALLE DEL FUERTE DE NAVIDAD, 7;CALLE;DEL;FUERTE DE NAVIDAD;Número;7;435034.858;4470334.617;40.3810686;-3.76534276;"CALLE DEL FUERTE DE NAVIDAD, 7 Instalación Deportiva Básica ""Fuerte De Navidad""";"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;107;AGUILAS;AVENIDA DE LAS AGUILAS, 110;AVENIDA;DE;LAS AGUILAS;Número;110;433727.9615;4470369.59;40.38128073;-3.78074137;"AVENIDA DE LAS AGUILAS, 110 Instalación Deportiva Básica ""Jardines General Fanjul""";"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;101;CARMENES;AVENIDA DE ANGEL SANZ BRIZ, 4;AVENIDA;DE;ANGEL SANZ BRIZ;Número;4;437576.84;4472480.74;40.40059614;-3.73560885;AVENIDA DE ANGEL SANZ BRIZ, 4 Punto Limpio Fijo;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;09;MONCLOA;094;VALDEZARZA;CALLE DE FRANCOS RODRIGUEZ, 102;CALLE;DE;FRANCOS RODRIGUEZ;Número;102;439586.3631;4478817.251;40.45782641;-3.71253213;"CALLE DE FRANCOS RODRIGUEZ, 102 Centro Cultural ""Juan Gris""";"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;09;MONCLOA;097;ARAVACA;CALLE DEL ARROYO DE POZUELO, 99;CALLE;DEL;ARROYO DE POZUELO;Número;99;433600.2861;4478212.567;40.45192254;-3.78306407;"CALLE DEL ARROYO DE POZUELO, 99 Centro Deportivo Municipal ""Alfredo Goyeneche""";"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;09;MONCLOA;094;VALDEZARZA;CALLE DE ANTONIO MACHADO, 12;CALLE;DE;ANTONIO MACHADO;Número;12;439028.8005;4479726.797;40.46597922;-3.71919504;"CALLE DE ANTONIO MACHADO, 12 Centro Deportivo Municipal ""Ciudad De Los Poetas""";"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;09;MONCLOA;094;VALDEZARZA;CALLE DE SAN RESTITUTO, 24;CALLE;DE;SAN RESTITUTO;Número;24;439633.1504;4479616.53;40.46503003;-3.71205638;CALLE DE SAN RESTITUTO, 24 Mercadillo en la vía pública de San Restituto ;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;14;MORATALAZ;141;PAVONES;CALLE DE LA ENCOMIENDA DE PALACIOS, 231;CALLE;DE LA;ENCOMIENDA DE PALACIOS;Número;231;446067.28;4472144.58;40.39816101;-3.63553338;CALLE DE LA ENCOMIENDA DE PALACIOS, 231 Parroquia Santa María del Camino;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;14;MORATALAZ;145;FONTARRON;CALLE DE LA ENCOMIENDA DE PALACIOS, 73;CALLE;DE LA;ENCOMIENDA DE PALACIOS;Número;73;445514.12;4472430.42;40.40070003;-3.64207579;CALLE DE LA ENCOMIENDA DE PALACIOS, 73;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;14;MORATALAZ;145;FONTARRON;CALLE DEL CORREGIDOR JUAN FRANCISCO DE LUJAN, 110;CALLE;DEL;CORREGIDOR JUAN FRANCISCO DE LUJAN;Número;110;445174.79;4472507.83;40.40137511;-3.64608097;CALLE DEL CORREGIDOR JUAN FRANCISCO DE LUJAN, 110 CPK La Bankarrota;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;14;MORATALAZ;145;FONTARRON;CALLE DEL CORREGIDOR JUAN FRANCISCO DE LUJAN, 77;CALLE;DEL;CORREGIDOR JUAN FRANCISCO DE LUJAN;Número;77;445162.6;4472627.91;40.40245606;-3.64623496;CALLE DEL CORREGIDOR JUAN FRANCISCO DE LUJAN, 77;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;14;MORATALAZ;145;FONTARRON;CALLE DEL CORREGIDOR ALONSO DE TOBAR, 15;CALLE;DEL;CORREGIDOR ALONSO DE TOBAR;Número;15;444978.0967;4472794.487;40.40394452;-3.64842352;CALLE DEL CORREGIDOR ALONSO DE TOBAR, 15;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;14;MORATALAZ;144;MEDIA LEGUA;CALLE DEL ARROYO BELINCOSO, 11;CALLE;DEL;ARROYO BELINCOSO;Número;11;444608.3203;4473444.504;40.40977573;-3.65283758;"CALLE DEL ARROYO BELINCOSO, 11 Biblioteca Publica Municipal ""Miguel Delives""";"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;14;MORATALAZ;143;MARROQUINA;CALLE DE LA MARROQUINA, 39;CALLE;DE LA;MARROQUINA;Número;39;444927.21;4473291.8;40.40842124;-3.64906621;CALLE DE LA MARROQUINA, 39;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;14;MORATALAZ;144;MEDIA LEGUA;CALLE   ENTRE ARROYOS, 19;CALLE; ;ENTRE ARROYOS;Número;19;444467.26;4473318.45;40.40863076;-3.65448899;CALLE   ENTRE ARROYOS, 19;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;14;MORATALAZ;144;MEDIA LEGUA;CALLE DEL CORREGIDOR RODRIGO RODRIGUEZ, 31;CALLE;DEL;CORREGIDOR RODRIGO RODRIGUEZ;Número;31;444158.64;4473291.27;40.40836526;-3.65812366;CALLE DEL CORREGIDOR RODRIGO RODRIGUEZ, 31 Parroquia Nuestra Señora de Moratalaz;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;14;MORATALAZ;144;MEDIA LEGUA;CALLE DE ALFREDO BRAÑAS, 6;CALLE;DE;ALFREDO BRAÑAS;Número;6;444238.202;4473642.157;40.41153159;-3.65721678;CALLE DE ALFREDO BRAÑAS, 6;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;14;MORATALAZ;144;MEDIA LEGUA;CALLE DEL ALCALDE GARRIDO JUARISTI, 16;CALLE;DEL;ALCALDE GARRIDO JUARISTI;Número;16;444495.2;4473900.92;40.41387985;-3.65421053;CALLE DEL ALCALDE GARRIDO JUARISTI, 16 Centro Deportivo Municipal La Elipa;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;14;MORATALAZ;144;MEDIA LEGUA;CALLE DE CARMEN AMAYA, 13;CALLE;DE;CARMEN AMAYA;Número;13;444452.33;4473702.26;40.41208735;-3.65469844;CALLE DE CARMEN AMAYA, 13 Punto Limpio Fijo;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;14;MORATALAZ;143;MARROQUINA;CALLE DE LA MARROQUINA, 42;CALLE;DE LA;MARROQUINA;Número;42;445053.22;4473243.81;40.40799724;-3.64757705;CALLE DE LA MARROQUINA, 42;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;14;MORATALAZ;143;MARROQUINA;CALLE DE ANTONIO CUMELLA, 23;CALLE;DE;ANTONIO CUMELLA;Número;23;445999.3015;4473492.157;40.41029641;-3.63644871;CALLE DE ANTONIO CUMELLA, 23;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
